Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A687949,Apollo,10/10/2014 05:53:00 PM,10/10/2014 05:53:00 PM,09/12/2012,Adoption,,Dog,Neutered Male,2 years,Australian Kelpie Mix,Black/Tan
A706245,,06/26/2015 05:12:00 PM,06/26/2015 05:12:00 PM,06/11/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A713109,,10/04/2015 09:22:00 AM,10/04/2015 09:22:00 AM,10/02/2013,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A718705,*Thor,01/12/2016 07:00:00 PM,01/12/2016 07:00:00 PM,01/05/2014,Adoption,,Dog,Neutered Male,2 years,Siberian Husky Mix,Black/White
A685791,Chispa,08/13/2014 06:41:00 PM,08/13/2014 06:41:00 PM,02/12/2013,Adoption,,Dog,Neutered Male,1 year,Catahoula Mix,White/Tan
A803510,Rocky,09/03/2019 11:56:00 AM,09/03/2019 11:56:00 AM,03/02/2018,Transfer,Partner,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Black/Tan
A732051,*Cinnamon,08/08/2016 03:12:00 PM,08/08/2016 03:12:00 PM,06/24/2016,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
A743602,*Dodger,02/14/2017 02:46:00 PM,02/14/2017 02:46:00 PM,05/01/2016,Transfer,Partner,Other,Intact Male,9 months,Guinea Pig Mix,Tricolor
A744629,Hazel,03/15/2017 11:49:00 AM,03/15/2017 11:49:00 AM,03/04/2012,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue/White
A776224,Taylor,07/12/2018 07:02:00 PM,07/12/2018 07:02:00 PM,09/26/2011,Transfer,Partner,Dog,Spayed Female,6 years,Shiba Inu Mix,Tan
A788493,,02/07/2019 01:12:00 PM,02/07/2019 01:12:00 PM,04/03/2018,Transfer,Partner,Dog,Neutered Male,10 months,Standard Poodle/Labrador Retriever,Cream
A754938,Ivory,07/29/2017 03:24:00 PM,07/29/2017 03:24:00 PM,06/06/2016,Return to Owner,,Dog,Intact Female,1 year,Australian Cattle Dog/German Shepherd,Black/Brown
A719479,Snake Finder,08/13/2017 01:55:00 PM,08/13/2017 01:55:00 PM,01/21/2015,Return to Owner,,Dog,Neutered Male,2 years,Miniature Pinscher,Black/Tan
A720562,*Joni,02/21/2016 12:39:00 PM,02/21/2016 12:39:00 PM,02/11/2012,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie
A718919,,01/09/2016 02:55:00 PM,01/09/2016 02:55:00 PM,01/09/2015,Transfer,Partner,Other,Unknown,1 year,Rabbit Sh Mix,Black/White
A766116,Max,02/13/2018 11:14:00 AM,02/13/2018 11:14:00 AM,02/02/2015,Return to Owner,,Dog,Neutered Male,3 years,Rottweiler/Staffordshire,Blue/Tan
A667908,,11/25/2013 11:56:00 AM,11/25/2013 11:56:00 AM,02/24/2013,Transfer,Partner,Dog,Intact Female,9 months,Pit Bull Mix,White
A721171,Louie,02/25/2016 03:51:00 PM,02/25/2016 03:51:00 PM,12/07/2015,Adoption,,Dog,Neutered Male,2 months,Dachshund Mix,Red/White
A605223,*Coconut,07/05/2014 06:49:00 PM,07/05/2014 06:49:00 PM,09/05/2010,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
A761895,,11/18/2017 02:25:00 PM,11/18/2017 02:25:00 PM,09/03/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby
A729037,Blanco,07/01/2016 06:44:00 PM,07/01/2016 06:44:00 PM,04/12/2016,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A797068,Chumley,06/15/2019 05:25:00 PM,06/15/2019 05:25:00 PM,06/08/2017,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A731908,*Shorty,09/04/2016 05:33:00 PM,09/04/2016 05:33:00 PM,07/29/2015,Adoption,,Dog,Neutered Male,1 year,Staffordshire/Basset Hound,Brown Brindle/White
A705501,Chato,06/27/2015 01:19:00 PM,06/27/2015 01:19:00 PM,03/12/2015,Return to Owner,,Dog,Intact Male,3 months,Boxer,Black Brindle/White
A684628,*Cody,08/01/2014 06:05:00 PM,08/01/2014 06:05:00 PM,07/26/2013,Adoption,,Dog,Neutered Male,1 year,Akita Mix,Sable
A788671,Lulu,07/06/2019 06:12:00 PM,07/06/2019 06:12:00 PM,10/06/2017,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Red
A740771,*Edmund,12/24/2016 03:52:00 PM,12/24/2016 03:52:00 PM,12/22/2015,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Yellow
A773488,*O'Malley,07/25/2018 06:31:00 AM,07/25/2018 06:31:00 AM,04/29/2018,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A692406,*Remington,12/01/2014 04:02:00 PM,12/01/2014 04:02:00 PM,11/19/2013,Adoption,,Dog,Neutered Male,1 year,Australian Shepherd/Australian Cattle Dog,Black/Yellow Brindle
A697608,Effie,02/27/2015 06:10:00 PM,02/27/2015 06:10:00 PM,11/26/2014,Adoption,,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue Tabby/White
A753292,Chaco,07/05/2017 03:19:00 PM,07/05/2017 03:19:00 PM,07/04/2001,Adoption,,Cat,Neutered Male,16 years,Persian,White/Brown Tabby
A732325,Tobi,08/19/2016 06:01:00 PM,08/19/2016 06:01:00 PM,02/06/2015,Return to Owner,,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Chocolate/Black
A720727,Rooster 11,03/08/2016 01:47:00 PM,03/08/2016 01:47:00 PM,02/14/2015,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Black/Red
A753146,*Susan,08/05/2017 05:40:00 PM,08/05/2017 05:40:00 PM,06/02/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A716395,*Jenny,11/28/2015 05:27:00 PM,11/28/2015 05:27:00 PM,11/19/2013,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Fawn/White
A664661,Lily,10/13/2013 05:04:00 PM,10/13/2013 05:04:00 PM,08/07/2013,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A705337,Haylie,08/15/2017 12:43:00 PM,08/15/2017 12:43:00 PM,06/16/2013,Adoption,Foster,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White
A791446,Leopold,03/31/2019 01:58:00 PM,03/31/2019 01:58:00 PM,03/28/2016,Return to Owner,,Dog,Neutered Male,3 years,English Bulldog,White/Brown
A738706,,11/20/2016 09:00:00 AM,11/20/2016 09:00:00 AM,11/19/2014,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Orange Tabby
A728903,Izzy,05/21/2017 03:18:00 PM,05/21/2017 03:18:00 PM,06/10/2015,Adoption,,Dog,Spayed Female,1 year,American Bulldog Mix,Black/White
A790939,,03/19/2019 01:34:00 PM,03/19/2019 01:34:00 PM,03/18/2019,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Black
A790255,Pantera,03/12/2019 05:37:00 PM,03/12/2019 05:37:00 PM,03/07/2017,Rto-Adopt,,Dog,Spayed Female,2 years,Miniature Schnauzer Mix,Black
A798379,,07/13/2019 12:36:00 PM,07/13/2019 12:36:00 PM,06/25/2018,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair/Rat Terrier,Tricolor
A690186,Keylow,10/08/2015 05:06:00 PM,10/08/2015 05:06:00 PM,02/15/2014,Adoption,,Dog,Neutered Male,1 year,Miniature Poodle Mix,White
A754460,,07/25/2017 12:06:00 PM,07/25/2017 12:06:00 PM,04/21/2017,Transfer,Snr,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black
A760255,Deuce,10/23/2017 03:38:00 PM,10/23/2017 03:38:00 PM,10/15/2016,Adoption,,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Brown/Black
A695222,Bochy,01/15/2015 06:19:00 PM,01/15/2015 06:19:00 PM,01/11/2013,Adoption,,Dog,Neutered Male,2 years,Flat Coat Retriever Mix,Black/White
A752298,Maddie,08/15/2017 02:13:00 PM,08/15/2017 02:13:00 PM,06/20/2009,Adoption,,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,Torbie
A664356,Azul,10/03/2013 04:37:00 PM,10/03/2013 04:37:00 PM,03/03/2013,Transfer,Partner,Dog,Intact Male,7 months,Pit Bull Mix,Blue/White
A817406,Janice,05/27/2020 12:06:00 PM,05/27/2020 12:06:00 PM,05/15/2016,Return to Owner,,Dog,Spayed Female,4 years,Labrador Retriever/Pit Bull,Tan/White
A736221,,10/07/2016 09:42:00 AM,10/07/2016 09:42:00 AM,10/07/2014,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair Mix,Black
A702402,*Tic,07/08/2015 08:55:00 AM,07/08/2015 08:55:00 AM,04/06/2015,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A789594,Morena,02/26/2019 07:33:00 PM,02/26/2019 07:33:00 PM,02/24/2015,Adoption,,Dog,Spayed Female,4 years,Chihuahua Longhair Mix,Brown/Black
A711356,J.D.,09/11/2015 01:50:00 PM,09/11/2015 01:50:00 PM,09/05/2009,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Chocolate
A729769,*Gracie,07/03/2016 01:52:00 PM,07/03/2016 01:52:00 PM,06/23/2015,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Calico
A671609,Wilson,07/02/2015 11:04:00 AM,07/02/2015 11:04:00 AM,01/28/2013,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever,Tan/White
A671789,Sam,02/03/2014 04:48:00 PM,02/03/2014 04:48:00 PM,01/30/2012,Adoption,,Dog,Intact Male,2 years,Miniature Poodle/Miniature Schnauzer,Buff
A730774,*Noodles,07/16/2016 07:03:00 PM,07/16/2016 07:03:00 PM,01/10/2016,Adoption,,Dog,Neutered Male,6 months,Jack Russell Terrier Mix,Black
A748210,,05/04/2017 12:47:00 PM,05/04/2017 12:47:00 PM,04/30/2016,Rto-Adopt,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tricolor
A825041,,10/27/2020 09:48:00 AM,10/27/2020 09:48:00 AM,10/26/2019,Disposal,,Other,Unknown,1 year,Bat,Brown
A566568,Duck,02/23/2019 11:33:00 AM,02/23/2019 11:33:00 AM,02/12/2009,Adoption,,Dog,Neutered Male,10 years,Harrier Mix,Brown/Black
A767611,Queen,03/17/2018 01:16:00 PM,03/17/2018 01:16:00 PM,09/04/2016,Return to Owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/Brown Brindle
A711270,,10/22/2015 09:00:00 AM,10/22/2015 09:00:00 AM,09/04/2014,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White
A669647,Theodore,01/03/2014 02:36:00 PM,01/03/2014 02:36:00 PM,12/24/2012,Return to Owner,,Dog,Intact Male,1 year,Australian Cattle Dog/Labrador Retriever,Tan/White
A827274,*Fizzle,12/30/2020 03:24:00 PM,12/30/2020 03:24:00 PM,09/02/2020,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby
A799811,Angel,10/22/2019 08:21:00 AM,10/22/2019 08:21:00 AM,07/12/2012,Adoption,Foster,Dog,Spayed Female,7 years,Chihuahua Shorthair,Cream
A725432,Clark,09/06/2017 05:08:00 PM,09/06/2017 05:08:00 PM,04/29/2011,Return to Owner,,Dog,Neutered Male,6 years,Staffordshire/Boxer,Black/White
A712266,,09/20/2015 07:57:00 AM,09/20/2015 07:57:00 AM,08/20/2015,Died,In Kennel,Other,Unknown,4 weeks,Bat,Brown/Black
A687011,Gigi,09/04/2014 05:58:00 PM,09/04/2014 05:58:00 PM,12/30/2013,Adoption,,Dog,Spayed Female,8 months,Boston Terrier Mix,Black/White
A826220,,11/22/2020 03:20:00 PM,11/22/2020 03:20:00 PM,10/29/2020,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby
A742748,Elsie,06/23/2018 08:45:00 PM,06/23/2018 08:45:00 PM,01/27/2007,Adoption,Foster,Cat,Spayed Female,11 years,Domestic Shorthair Mix,White/Black
A671765,Negra,07/06/2014 03:58:00 PM,07/06/2014 03:58:00 PM,01/30/2013,Return to Owner,,Dog,Spayed Female,1 year,Dachshund Wirehair Mix,Black/White
A774643,Molly,06/22/2018 12:27:00 PM,06/22/2018 12:27:00 PM,02/03/2018,Transfer,Partner,Dog,Intact Female,4 months,Miniature Schnauzer Mix,Brown
A718679,Sam,01/24/2016 06:03:00 PM,01/24/2016 06:03:00 PM,01/04/2015,Adoption,,Dog,Neutered Male,1 year,American Foxhound Mix,White/Black
A746806,*Palmer,04/13/2017 05:12:00 PM,04/13/2017 05:12:00 PM,04/09/2016,Adoption,,Dog,Neutered Male,1 year,Anatol Shepherd,Tan
A700407,Malo,04/24/2015 05:53:00 PM,04/24/2015 05:53:00 PM,07/13/2014,Return to Owner,,Dog,Neutered Male,9 months,Labrador Retriever Mix,Black
A793783,Spinner,07/13/2019 02:54:00 PM,07/13/2019 02:54:00 PM,04/20/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A810108,,12/09/2019 05:29:00 PM,12/09/2019 05:29:00 PM,09/23/2019,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever,Tricolor
A692379,Maunster,12/20/2014 05:23:00 PM,12/20/2014 05:23:00 PM,10/19/2014,Adoption,Foster,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Tan
A799586,,07/14/2019 05:27:00 PM,07/14/2019 05:27:00 PM,07/10/2017,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Cream Tabby/White
A779909,,09/11/2018 06:06:00 PM,09/11/2018 06:06:00 PM,09/06/2016,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A706720,Nikko,07/24/2015 05:19:00 PM,07/24/2015 05:19:00 PM,07/02/2011,Adoption,,Dog,Neutered Male,4 years,Miniature Schnauzer Mix,Tan/Gray
A823496,*Rigatoni,11/03/2020 09:15:00 AM,11/03/2020 09:15:00 AM,08/17/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,Black/White
A678591,Parker,05/14/2014 07:06:00 PM,05/14/2014 07:06:00 PM,03/02/2014,Adoption,,Dog,Spayed Female,2 months,Cardigan Welsh Corgi Mix,Tricolor
A735888,Coco,10/01/2016 05:26:00 PM,10/01/2016 05:26:00 PM,10/01/2014,Return to Owner,,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black/Brown
A669875,Daisy,12/30/2013 02:06:00 PM,12/30/2013 02:06:00 PM,12/29/2008,Return to Owner,,Dog,Spayed Female,5 years,Lhasa Apso Mix,Black
A820871,,07/31/2020 11:36:00 AM,07/31/2020 11:36:00 AM,05/31/2020,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A803732,*Ginny,09/14/2019 12:03:00 PM,09/14/2019 12:03:00 PM,05/11/2019,Adoption,,Dog,Spayed Female,4 months,Boxer,Brown/White
A698165,,03/07/2015 09:45:00 AM,03/07/2015 09:45:00 AM,02/06/2015,Died,,Other,Unknown,4 weeks,Bat,Brown/Black
A635766,Shadow,01/07/2014 11:19:00 AM,01/07/2014 11:19:00 AM,06/27/2012,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull/Boxer,Chocolate/White
A772493,Molly,05/21/2018 07:18:00 PM,05/21/2018 07:18:00 PM,05/20/2016,Return to Owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Tan/Black
A736505,Tommy,11/20/2016 05:44:00 PM,11/20/2016 05:44:00 PM,09/19/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A819006,Little Girl,08/11/2020 05:05:00 PM,08/11/2020 05:05:00 PM,03/19/2018,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair,White
A754796,*Guppy,09/30/2017 09:51:00 AM,09/30/2017 09:51:00 AM,06/30/2017,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A717893,Rasgo,12/18/2015 06:13:00 PM,12/18/2015 06:13:00 PM,08/18/2015,Adoption,,Dog,Neutered Male,4 months,Havanese Mix,Apricot
A810461,Chance,12/23/2019 06:25:00 PM,12/23/2019 06:25:00 PM,12/14/2017,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Black
A714226,Lars,10/26/2015 12:00:00 AM,10/26/2015 12:00:00 AM,10/24/2008,Transfer,Partner,Dog,Intact Male,7 years,Yorkshire Terrier Mix,Black/Brown
A787336,*Genevieve,03/25/2019 06:19:00 PM,03/25/2019 06:19:00 PM,01/11/2017,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A688756,,09/27/2014 05:08:00 PM,09/27/2014 05:08:00 PM,07/08/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Blue Tabby
A816306,*Jelly Bean,06/17/2020 01:23:00 PM,06/17/2020 01:23:00 PM,04/12/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A787658,*Fergus,03/11/2019 12:00:00 AM,03/11/2019 12:00:00 AM,01/17/2017,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A674631,*Claude,04/19/2014 05:33:00 PM,04/19/2014 05:33:00 PM,03/16/2011,Adoption,,Dog,Neutered Male,3 years,American Bulldog Mix,White/Tan
A800445,Mini,07/22/2019 06:47:00 PM,07/22/2019 06:47:00 PM,06/05/2013,Return to Owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Tan/White
A684828,,07/30/2014 09:00:00 AM,07/30/2014 09:00:00 AM,03/14/2014,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Cream Tabby/White
A749133,*Cowboy,08/01/2020 08:12:00 AM,08/01/2020 08:12:00 AM,04/05/2017,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair Mix,White/Black
A686043,,08/16/2014 08:41:00 AM,08/16/2014 08:41:00 AM,08/15/2013,Disposal,,Other,Unknown,1 year,Bat Mix,Brown
A692765,,12/02/2014 05:31:00 PM,12/02/2014 05:31:00 PM,09/25/2014,Euthanasia,Suffering,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A774672,,07/15/2018 04:43:00 PM,07/15/2018 04:43:00 PM,04/25/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A695408,,01/18/2015 08:42:00 AM,01/18/2015 08:42:00 AM,11/08/2014,Adoption,Offsite,Dog,Spayed Female,2 months,Rottweiler/German Shepherd,Sable
A667667,,11/26/2013 01:43:00 PM,11/26/2013 01:43:00 PM,08/06/2013,Transfer,Partner,Dog,Intact Male,3 months,Dachshund Mix,Tan
A681907,Tortilla,06/28/2014 06:52:00 PM,06/28/2014 06:52:00 PM,04/21/2014,Adoption,,Cat,Intact Female,2 months,Siamese Mix,Tortie Point
A678341,Bear,05/26/2014 03:53:00 PM,05/26/2014 03:53:00 PM,05/07/2012,Return to Owner,,Dog,Neutered Male,2 years,Golden Retriever/Chow Chow,Tan
A795431,*Maggie,05/29/2019 02:25:00 PM,05/29/2019 02:25:00 PM,05/20/2011,Transfer,Partner,Dog,Intact Female,8 years,Wire Hair Fox Terrier Mix,Tricolor
A795465,,06/01/2019 10:03:00 PM,06/01/2019 10:03:00 PM,03/20/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A696806,*Davis,02/17/2015 07:02:00 PM,02/17/2015 07:02:00 PM,06/12/2014,Adoption,,Dog,Neutered Male,8 months,Dachshund Mix,Brown/White
A808052,*Oreo,12/03/2019 04:46:00 PM,12/03/2019 04:46:00 PM,08/19/2019,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black/White
A795140,Roo,05/23/2019 05:39:00 PM,05/23/2019 05:39:00 PM,05/16/2017,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Blue Tick
A823494,*Macaroni,11/03/2020 09:13:00 AM,11/03/2020 09:13:00 AM,08/17/2020,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A750772,,05/31/2017 06:19:00 PM,05/31/2017 06:19:00 PM,04/16/2017,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever Mix,Black
A765588,*Clarke,01/24/2018 10:12:00 AM,01/24/2018 10:12:00 AM,12/15/2017,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Brown
A760496,*Marco Polo,12/30/2017 03:44:00 PM,12/30/2017 03:44:00 PM,08/19/2017,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A787340,,01/11/2019 02:53:00 PM,01/11/2019 02:53:00 PM,01/11/2018,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A736523,*Clementina,11/03/2016 12:35:00 PM,11/03/2016 12:35:00 PM,10/12/2015,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A706159,Junebug,07/31/2015 02:01:00 PM,07/31/2015 02:01:00 PM,06/25/2014,Adoption,Foster,Dog,Intact Female,1 year,Border Collie/Whippet,Black/White
A810115,,12/09/2019 06:02:00 PM,12/09/2019 06:02:00 PM,09/24/2019,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever,Tricolor
A811845,L.S,01/22/2020 01:53:00 PM,01/22/2020 01:53:00 PM,01/10/2005,Rto-Adopt,,Cat,Spayed Female,15 years,Domestic Shorthair Mix,Black
A737112,,10/23/2016 09:00:00 AM,10/23/2016 09:00:00 AM,10/22/2015,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A757498,*Sergeant,09/11/2017 02:16:00 PM,09/11/2017 02:16:00 PM,09/03/2011,Adoption,,Dog,Neutered Male,6 years,German Shepherd Mix,Black/Brown
A749348,*Toby,07/12/2017 09:48:00 AM,07/12/2017 09:48:00 AM,05/04/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A796292,Duchess,06/10/2019 06:59:00 PM,06/10/2019 06:59:00 PM,05/31/2014,Return to Owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair,Brown
A725980,,06/25/2016 05:31:00 PM,06/25/2016 05:31:00 PM,05/01/2016,Adoption,Foster,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Brown
A690543,*Scarlet,01/05/2017 07:25:00 PM,01/05/2017 07:25:00 PM,10/22/2013,Return to Owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Chocolate/White
A799980,Chikis,07/23/2019 05:24:00 PM,07/23/2019 05:24:00 PM,05/15/2013,Transfer,Partner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/White
A704278,Candy,06/07/2015 06:37:00 PM,06/07/2015 06:37:00 PM,06/03/2013,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Red/White
A665095,Paddy,10/18/2013 01:23:00 PM,10/18/2013 01:23:00 PM,10/17/2009,Transfer,Partner,Dog,Neutered Male,4 years,Dachshund Mix,Red/Buff
A612006,Dusty,09/12/2014 03:56:00 PM,09/12/2014 03:56:00 PM,10/15/2002,Return to Owner,,Dog,Intact Male,11 years,Chow Chow Mix,Tan
A774090,Stanley,06/21/2018 03:18:00 PM,06/21/2018 03:18:00 PM,06/10/2013,Adoption,,Dog,Neutered Male,5 years,Doberman Pinsch Mix,Black/Tan
A790785,Bingo,05/26/2020 01:50:00 PM,05/26/2020 01:50:00 PM,03/16/2018,Adoption,Foster,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Brown
A678083,*Aspen,07/12/2014 03:57:00 PM,07/12/2014 03:57:00 PM,04/03/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A769669,,04/12/2018 05:32:00 PM,04/12/2018 05:32:00 PM,04/08/2016,Transfer,Snr,Cat,Intact Male,2 years,Domestic Longhair Mix,Cream Tabby
A639030,Cate,06/15/2014 01:18:00 PM,06/15/2014 01:18:00 PM,10/08/2005,Return to Owner,,Dog,Spayed Female,8 years,German Shepherd Mix,Tan
A812889,Tutti,02/01/2020 01:23:00 PM,02/01/2020 01:23:00 PM,10/15/2019,Adoption,,Cat,Intact Female,3 months,Domestic Longhair,Black/White
A749777,,06/06/2017 05:17:00 PM,06/06/2017 05:17:00 PM,04/10/2017,Adoption,Foster,Dog,Spayed Female,1 month,Australian Shepherd Mix,Blue Merle
A737963,,11/07/2016 05:12:00 PM,11/07/2016 05:12:00 PM,09/07/2016,Transfer,Partner,Dog,Intact Female,1 month,Pit Bull Mix,White/Gray
A794634,Diamond,07/11/2019 04:09:00 PM,07/11/2019 04:09:00 PM,04/10/2019,Adoption,,Cat,Spayed Female,3 months,Siamese,Lynx Point
A703672,*Chillon,04/13/2016 12:00:00 AM,04/13/2016 12:00:00 AM,04/01/2015,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A715807,*Franz,01/15/2016 04:59:00 PM,01/15/2016 04:59:00 PM,08/10/2015,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
A793307,,04/24/2019 04:24:00 PM,04/24/2019 04:24:00 PM,01/23/2019,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point/White
A805212,Turtle,10/22/2019 05:19:00 PM,10/22/2019 05:19:00 PM,11/24/2018,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair,Tortie
A737367,*Charlie,10/31/2016 06:50:00 PM,10/31/2016 06:50:00 PM,10/26/2015,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tricolor
A749609,*Emmy Lou,07/21/2017 10:12:00 AM,07/21/2017 10:12:00 AM,05/16/2017,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/Brown
A686100,,08/20/2014 05:17:00 PM,08/20/2014 05:17:00 PM,06/16/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A754990,,07/30/2017 06:14:00 PM,07/30/2017 06:14:00 PM,05/27/2017,Adoption,,Dog,Neutered Male,2 months,German Shepherd/Labrador Retriever,Tan/Black
A801848,*Kit,09/26/2019 07:07:00 PM,09/26/2019 07:07:00 PM,07/10/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A650142,Koda,01/22/2014 05:00:00 PM,01/22/2014 05:00:00 PM,03/24/2011,Return to Owner,,Dog,Neutered Male,2 years,Chow Chow Mix,Brown/White
A754540,*Lily,12/20/2017 07:31:00 AM,12/20/2017 07:31:00 AM,09/18/2010,Adoption,Foster,Dog,Spayed Female,7 years,Labrador Retriever Mix,Yellow
A818385,,06/08/2020 03:29:00 PM,06/08/2020 03:29:00 PM,03/17/2020,Return to Owner,,Cat,Intact Male,2 months,Domestic Shorthair,Blue Smoke
A800657,,08/03/2019 08:36:00 AM,08/03/2019 08:36:00 AM,07/22/2019,Transfer,Partner,Dog,Unknown,1 weeks,Labrador Retriever,Tricolor
A735484,Homie,11/19/2016 04:18:00 PM,11/19/2016 04:18:00 PM,09/24/2015,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Australian Kelpie,Chocolate/White
